timestamp|action|client_ip|path|body_detail
2024/01/24 08:22:41|request|172.20.100.49|/backhaul_mesh/GETSerialNumberbackhaulmesh|{'Mesh_no': '1', 'DSN': 'HWTC0E22F3ABdd'}
2024/01/24 08:27:40|request|172.20.100.49|/backhaul_mesh/GETSerialNumberbackhaulmesh|{'Mesh_no': '1', 'DSN': 'HWTC0E22F3ABdd'}
2024/01/24 08:29:23|request|172.20.100.49|/backhaul_mesh/GETSerialNumberbackhaulmesh|{'Mesh_no': '1', 'DSN': 'HWTC0E22F3ABdd'}
2024/01/24 08:30:22|request|172.20.100.49|/backhaul_mesh/GETSerialNumberbackhaulmesh|{'Mesh_no': '1', 'DSN': 'HWTC0E22F3ABdd'}
2024/01/24 08:31:04|request|172.20.100.49|/backhaul_mesh/GETSerialNumberbackhaulmesh|{'Mesh_no': '1', 'DSN': 'HWTC0E22F3ABdd'}
2024/01/24 08:50:19|request|172.20.100.49|/backhaul_mesh/GETSerialNumberbackhaulmesh|{'Mesh_no': '1', 'DSN': 'HWTC0E22F3ABdd'}
2024/01/24 08:51:03|request|172.20.100.49|/backhaul_mesh/GETSerialNumberbackhaulmesh|{'Mesh_no': '1', 'DSN': 'HWTC0E22F3ABdd'}
2024/01/24 08:51:05|response|172.20.100.49|/backhaul_mesh/GETSerialNumberbackhaulmesh|{'code': 0, 'msg': 'GETSerialNumberbackhaulmesh(x)', 'Value': None}
2024/01/24 08:51:17|request|172.20.100.49|/backhaul_mesh/GETSerialNumberbackhaulmesh|{'Mesh_no': '1', 'DSN': 'HWTC0E22F3ABdd'}
2024/01/24 08:51:19|response|172.20.100.49|/backhaul_mesh/GETSerialNumberbackhaulmesh|{'code': 0, 'msg': 'GETSerialNumberbackhaulmesh(x)', 'Value': None}
2024/01/24 08:51:22|request|172.20.100.49|/backhaul_mesh/GETSerialNumberbackhaulmesh|{'Mesh_no': '1', 'DSN': 'HWTC0E22F3ABdd'}
2024/01/24 08:51:24|response|172.20.100.49|/backhaul_mesh/GETSerialNumberbackhaulmesh|{'code': 0, 'msg': 'GETSerialNumberbackhaulmesh(x)', 'Value': None}
2024/01/24 08:51:30|request|172.20.100.49|/backhaul_mesh/GETSerialNumberbackhaulmesh|{'Mesh_no': '2', 'DSN': 'HWTC0E22F3ABdd'}
2024/01/24 08:51:32|response|172.20.100.49|/backhaul_mesh/GETSerialNumberbackhaulmesh|{'code': 0, 'msg': 'GETSerialNumberbackhaulmesh(x)', 'Value': None}
2024/01/24 08:51:36|request|172.20.100.49|/backhaul_mesh/GETSerialNumberbackhaulmesh|{'Mesh_no': '2', 'DSN': 'HWTC0E22F3ABdd'}
2024/01/24 08:51:38|response|172.20.100.49|/backhaul_mesh/GETSerialNumberbackhaulmesh|{'code': 0, 'msg': 'GETSerialNumberbackhaulmesh(x)', 'Value': None}
2024/01/24 08:51:45|request|172.20.100.49|/backhaul_mesh/GETSerialNumberbackhaulmesh|{'Mesh_no': '2', 'DSN': 'HWTC0E22F3ABdd'}
2024/01/24 08:51:47|response|172.20.100.49|/backhaul_mesh/GETSerialNumberbackhaulmesh|{'code': 0, 'msg': 'GETSerialNumberbackhaulmesh(x)', 'Value': None}
2024/01/24 08:52:19|request|172.20.100.49|/backhaul_mesh/GETSerialNumberbackhaulmesh|{'Mesh_no': '2', 'DSN': 'HWTC0E22F3ABdd'}
2024/01/24 08:52:21|response|172.20.100.49|/backhaul_mesh/GETSerialNumberbackhaulmesh|{'code': 0, 'msg': 'GETSerialNumberbackhaulmesh(x)', 'Value': None}
2024/01/24 08:52:37|request|172.20.100.49|/backhaul_mesh/GETSerialNumberbackhaulmesh|{}
2024/01/24 08:52:37|response|172.20.100.49|/backhaul_mesh/GETSerialNumberbackhaulmesh|{'code': 0, 'msg': 'Error', 'Value': 'Request Body empty'}
2024/01/24 08:53:33|request|172.20.100.49|/backhaul_mesh/GETSerialNumberbackhaulmesh|{'Mesh_no': '2', 'DSN': 'HWTC0E22F3ABdd'}
2024/01/24 08:53:35|response|172.20.100.49|/backhaul_mesh/GETSerialNumberbackhaulmesh|{'code': 0, 'msg': 'GETSerialNumberbackhaulmesh(x)', 'Value': None}
2024/01/24 08:54:15|request|172.20.100.49|/backhaul_mesh/GETSerialNumberbackhaulmesh|{'Mesh_no': '2', 'DSN': 'HWTC0E22F3ABdd'}
2024/01/24 08:54:17|response|172.20.100.49|/backhaul_mesh/GETSerialNumberbackhaulmesh|{'code': 0, 'msg': 'GETSerialNumberbackhaulmesh(x)', 'Value': None}
2024/01/24 09:11:08|request|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'Mesh_no': '2', 'DSN': 'HWTC06CE4CAA'}
2024/01/24 09:11:12|response|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'code': 0, 'msg': 'GETMediaTypebackhaulmesh', 'Value': 'IEEE 802.11ax'}
2024/01/24 09:21:46|request|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'Mesh_no': '2', 'DSN': 'HWTC06CE4CAA'}
2024/01/24 09:21:50|response|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'code': 0, 'msg': 'GETMediaTypebackhaulmesh', 'Value': 'IEEE 802.11ax'}
2024/01/24 09:21:56|request|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'Mesh_no': '', 'DSN': 'HWTC06CE4CAA'}
2024/01/24 09:22:01|response|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'code': 0, 'msg': 'GETMediaTypebackhaulmesh', 'Value': 'ErrorCode:3519005'}
2024/01/24 09:22:17|request|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'Mesh_no': '5', 'DSN': 'HWTC06CE4CAA'}
2024/01/24 09:22:22|response|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'code': 0, 'msg': 'GETMediaTypebackhaulmesh', 'Value': [{'oid': 'InternetGatewayDevice.X_TRUE_EasyMesh.NetworkTopology.Agent.3.Backhaul.MediaType', 'value': 'ErrorCode:3519005'}, {'oid': 'InternetGatewayDevice.X_TRUE_EasyMesh.NetworkTopology.Agent.1.SerialNumber', 'value': 'ErrorCode:3519005'}, {'oid': 'InternetGatewayDevice.X_TRUE_EasyMesh.NetworkTopology.Agent.3.Backhaul.PHYRate', 'value': 'ErrorCode:3519005'}, {'oid': 'InternetGatewayDevice.X_TRUE_EasyMesh.NetworkTopology.Agent.2.SerialNumber', 'value': 'ErrorCode:3519005'}, {'oid': 'InternetGatewayDevice.X_TRUE_EasyMesh.NetworkTopology.Agent.1.Backhaul.SignalStrength', 'value': '0'}, {'oid': 'InternetGatewayDevice.X_TRUE_EasyMesh.NetworkTopology.Agent.2.Backhaul.MediaType', 'value': 'IEEE 802.11ax'}, {'oid': 'InternetGatewayDevice.X_TRUE_EasyMesh.NetworkTopology.Agent.3.SerialNumber', 'value': 'ErrorCode:3519005'}, {'oid': 'InternetGatewayDevice.X_TRUE_EasyMesh.NetworkTopology.Agent.1.Backhaul.MediaType', 'value': ''}, {'oid': 'InternetGatewayDevice.X_TRUE_EasyMesh.NetworkTopology.Agent.2.Backhaul.SignalStrength', 'value': '-58'}, {'oid': 'InternetGatewayDevice.X_TRUE_EasyMesh.NetworkTopology.Agent.4.SerialNumber', 'value': 'ErrorCode:3519005'}, {'oid': 'InternetGatewayDevice.X_TRUE_EasyMesh.NetworkTopology.Agent.4.Backhaul.MediaType', 'value': 'ErrorCode:3519005'}, {'oid': 'InternetGatewayDevice.X_TRUE_EasyMesh.NetworkTopology.Agent.4.Backhaul.SignalStrength', 'value': 'ErrorCode:3519005'}, {'oid': 'InternetGatewayDevice.X_TRUE_EasyMesh.NetworkTopology.Agent.1.Backhaul.PHYRate', 'value': '0'}, {'oid': 'InternetGatewayDevice.X_TRUE_EasyMesh.NetworkTopology.Agent.2.ModelName', 'value': 'ErrorCode:3519005'}, {'oid': 'InternetGatewayDevice.X_TRUE_EasyMesh.NetworkTopology.Agent.4.Backhaul.PHYRate', 'value': 'ErrorCode:3519005'}, {'oid': 'InternetGatewayDevice.X_TRUE_EasyMesh.NetworkTopology.Agent.1.ModelName', 'value': 'ErrorCode:3519005'}, {'oid': 'InternetGatewayDevice.WANDevice.1.X_TRUE_WANPONInterfaceConfig.TransceiverTemperature', 'value': '55'}, {'oid': 'InternetGatewayDevice.X_TRUE_EasyMesh.NetworkTopology.Agent.4.ModelName', 'value': 'ErrorCode:3519005'}, {'oid': 'InternetGatewayDevice.X_TRUE_EasyMesh.NetworkTopology.Agent.3.Backhaul.SignalStrength', 'value': 'ErrorCode:3519005'}, {'oid': 'InternetGatewayDevice.X_TRUE_EasyMesh.NetworkTopology.Agent.2.Backhaul.PHYRate', 'value': '816'}, {'oid': 'InternetGatewayDevice.DeviceInfo.ModelName', 'value': 'T623'}, {'oid': 'InternetGatewayDevice.DeviceInfo.SoftwareVersion', 'value': 'V5R021C10S185'}, {'oid': 'InternetGatewayDevice.X_TRUE_EasyMesh.NetworkTopology.Agent.3.ModelName', 'value': 'ErrorCode:3519005'}]}
2024/01/24 09:42:15|request|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'Mesh_no': '1', 'DSN': 'HWTC06CE4CAA'}
2024/01/24 09:42:57|request|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'Mesh_no': '1', 'DSN': 'HWTC06CE4CAA'}
2024/01/24 09:44:27|request|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'Mesh_no': '1', 'DSN': 'HWTC06CE4CAA'}
2024/01/24 09:46:45|request|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'Mesh_no': '1', 'DSN': 'HWTC06CE4CAA'}
2024/01/24 09:49:12|request|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'Mesh_no': '1', 'DSN': 'HWTC06CE4CAA'}
2024/01/24 09:50:43|request|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'Mesh_no': '1', 'DSN': 'HWTC06CE4CAA'}
2024/01/24 09:51:17|request|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'Mesh_no': '1', 'DSN': 'HWTC06CE4CAA'}
2024/01/24 09:52:04|request|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'Mesh_no': '1', 'DSN': 'HWTC06CE4CAA'}
2024/01/24 09:55:10|request|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'Mesh_no': '1', 'DSN': 'HWTC06CE4CAA'}
2024/01/24 09:55:38|request|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'Mesh_no': '1', 'DSN': 'HWTC06CE4CAA'}
2024/01/24 09:57:53|request|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'Mesh_no': '1', 'DSN': 'HWTC06CE4CAA'}
2024/01/24 10:02:01|request|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'Mesh_no': '1', 'DSN': 'HWTC06CE4CAA'}
2024/01/24 10:02:36|request|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'Mesh_no': '1', 'DSN': 'HWTC06CE4CAA'}
2024/01/24 10:04:00|request|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'Mesh_no': '1', 'DSN': 'HWTC06CE4CAA'}
2024/01/24 10:04:42|request|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'Mesh_no': '1', 'DSN': 'HWTC06CE4CAA'}
2024/01/24 10:08:31|request|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'Mesh_no': '', 'DSN': 'HWTC06CE4CAA'}
2024/01/24 10:08:36|request|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'Mesh_no': '', 'DSN': 'HWTC06CE4CAA'}
2024/01/24 10:09:08|request|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'Mesh_no': '', 'DSN': 'HWTC06CE4CAA'}
2024/01/24 10:29:08|request|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'Mesh_no': '1', 'DSN': 'HWTC06CE4CAA'}
2024/01/24 10:29:10|response|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'code': 0, 'msg': 'GETMediaTypebackhaulmesh(x)', 'Value': None}
2024/01/24 10:29:19|request|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'Mesh_no': '1', 'DSN': 'HWTC06CE4CAA'}
2024/01/24 10:29:21|response|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'code': 0, 'msg': 'GETMediaTypebackhaulmesh(x)', 'Value': None}
2024/01/24 10:30:04|request|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'Mesh_no': '1', 'DSN': 'HWTC06CE4CAA'}
2024/01/24 10:30:06|response|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'code': 0, 'msg': 'GETMediaTypebackhaulmesh(x)', 'Value': None}
2024/01/24 10:30:12|request|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'Mesh_no': '2', 'DSN': 'HWTC06CE4CAA'}
2024/01/24 10:30:14|response|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'code': 0, 'msg': 'GETMediaTypebackhaulmesh(x)', 'Value': None}
2024/01/24 10:30:16|request|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'Mesh_no': '', 'DSN': 'HWTC06CE4CAA'}
2024/01/24 10:30:16|response|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'code': 0, 'msg': 'Error', 'Value': 'Missing MeshNumber'}
2024/01/24 10:30:22|request|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'Mesh_no': 'r2', 'DSN': 'HWTC06CE4CAA'}
2024/01/24 10:30:26|request|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'Mesh_no': '321', 'DSN': 'HWTC06CE4CAA'}
2024/01/24 10:30:26|response|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'code': 0, 'msg': 'Error', 'Value': 'MeshNumber not in range'}
2024/01/24 10:30:32|request|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'Mesh_no': '', 'DSN': 'HWTC06CE4CAA'}
2024/01/24 10:30:32|response|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'code': 0, 'msg': 'Error', 'Value': 'Missing MeshNumber'}
2024/01/24 10:30:59|request|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'Mesh_no': '1', 'DSN': 'HWTC06CE4CAA'}
2024/01/24 10:31:03|response|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'code': 0, 'msg': 'GETMediaTypebackhaulmesh(x)', 'Value': ''}
2024/01/24 10:31:11|request|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'Mesh_no': '2', 'DSN': 'HWTC06CE4CAA'}
2024/01/24 10:31:15|response|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'code': 0, 'msg': 'GETMediaTypebackhaulmesh(x)', 'Value': 'IEEE 802.11ax'}
2024/01/24 10:31:25|request|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'Mesh_no': '3', 'DSN': 'HWTC06CE4CAA'}
2024/01/24 10:31:29|response|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'code': 0, 'msg': 'GETMediaTypebackhaulmesh(x)', 'Value': 'ErrorCode:3519005'}
2024/01/24 10:31:33|request|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'Mesh_no': '', 'DSN': 'HWTC06CE4CAA'}
2024/01/24 10:31:33|response|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'code': 0, 'msg': 'Error', 'Value': 'Missing MeshNumber'}
2024/01/24 10:31:42|request|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'Mesh_no': '', 'DSN': 'dfdsafdsfds'}
2024/01/24 10:31:42|response|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'code': 0, 'msg': 'Error', 'Value': 'Missing MeshNumber'}
2024/01/24 10:31:46|request|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'Mesh_no': '2', 'DSN': 'dfdsafdsfds'}
2024/01/24 10:31:53|request|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'Mesh_no': '2', 'DSN': 'fewafewfewfew'}
2024/01/24 10:32:18|request|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'Mesh_no': '2', 'DSN': 'fefdsafdswafewfewfew'}
2024/01/24 10:32:27|request|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'Mesh_no': '3', 'DSN': 'HWTC06CE4CAA'}
2024/01/24 10:32:31|response|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'code': 0, 'msg': 'GETMediaTypebackhaulmesh(x)', 'Value': 'ErrorCode:3519005'}
2024/01/24 10:32:34|request|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{}
2024/01/24 10:32:34|response|GET|172.20.100.49|/backhaul_mesh/GETMediaTypebackhaulmesh|{'code': 0, 'msg': 'Error', 'Value': 'Request Body empty'}
2024/01/24 10:36:58|request|GET|172.20.100.49|/backhaul_mesh/GETSerialNumberbackhaulmesh|{'Mesh_no': '3', 'DSN': 'HWTC06CE4CAA'}
